emp_no,first_name,last_name,title,from_date,salary
12691,Oddvar,Gils,Senior Engineer,1998-08-25,48493
12697,Uri,Brizzi,Senior Staff,1994-07-11,40000
12697,Uri,Brizzi,Staff,1986-07-11,40000
12709,Ronghao,Botman,Engineer,1995-02-26,45510
12709,Ronghao,Botman,Senior Engineer,2001-02-25,45510
12717,Tzu,Jiafu,Staff,1999-10-20,53194
12722,Elliott,Cheshire,Senior Staff,1985-03-29,62325
12726,Fumitake,Panwar,Senior Engineer,1994-05-19,61177
12729,Nahla,Rahier,Engineer,1992-10-15,51796
12729,Nahla,Rahier,Senior Engineer,1997-10-15,51796
12731,Yongmao,Waymire,Senior Staff,1988-04-05,40000
12732,Mara,Takanami,Senior Staff,1988-04-06,74436
12734,Gil,Frijda,Senior Engineer,1986-03-03,40000
12755,Rildo,Rodite,Senior Staff,1994-03-18,40196
12755,Rildo,Rodite,Staff,1987-03-18,40196
12773,Jenwei,Lovengreen,Engineer,1985-03-05,65556
12773,Jenwei,Lovengreen,Senior Engineer,1994-03-05,65556
12790,Gunilla,Perl,Senior Staff,2000-08-07,87760
12790,Gunilla,Perl,Staff,1995-08-08,87760
12795,Masoud,Fordan,Senior Staff,1997-06-23,56969
12795,Masoud,Fordan,Staff,1988-06-23,56969
12798,Lillian,Beeson,Senior Staff,1996-12-26,81145
12798,Lillian,Beeson,Staff,1987-12-27,81145
12803,Gad,Boissier,Senior Staff,1990-03-16,91789
12803,Gad,Boissier,Staff,1985-03-16,91789
12815,Sushant,Junot,Senior Staff,1993-02-27,65073
12815,Sushant,Junot,Staff,1985-02-27,65073
12819,Mountaz,Gubsky,Engineer,1989-09-09,48455
12819,Mountaz,Gubsky,Senior Engineer,1996-09-09,48455
12848,Kazuhide,Smeets,Engineer,1997-05-11,40000
12863,Leif,Matheson,Engineer,1985-09-06,62803
12863,Leif,Matheson,Senior Engineer,1990-09-06,62803
12872,Marl,Schmittgen,Senior Staff,1993-09-09,56040
12872,Marl,Schmittgen,Staff,1986-09-09,56040
12879,Baruch,Eugenio,Engineer,1990-06-11,40000
12879,Baruch,Eugenio,Senior Engineer,1995-06-11,40000
12890,Neven,Casley,Senior Staff,1985-10-31,66803
12893,Licheng,Crouzet,Senior Staff,1995-03-18,50803
12893,Licheng,Crouzet,Staff,1987-03-18,50803
12895,Roddy,Serot,Senior Engineer,1993-08-15,40000
12905,Munehiro,Gecsei,Engineer,1987-07-19,58659
12905,Munehiro,Gecsei,Senior Engineer,1993-07-18,58659
12926,Heekeun,Luby,Senior Staff,1992-12-24,68314
12926,Heekeun,Luby,Staff,1985-12-24,68314
12940,Odinaldo,Farrar,Engineer,1987-12-12,49760
12940,Odinaldo,Farrar,Senior Engineer,1992-12-11,49760
12941,Tommaso,Perelgut,Engineer,1986-11-06,67069
12941,Tommaso,Perelgut,Senior Engineer,1995-11-06,67069
12949,Geoff,Asrin,Engineer,1987-02-12,40000
12949,Geoff,Asrin,Senior Engineer,1992-02-12,40000
12977,Byong,Markovitch,Engineer,1987-08-24,61326
12977,Byong,Markovitch,Senior Engineer,1992-08-23,61326
12983,Elliott,Hambrick,Staff,1999-06-28,57252
13030,Yahiko,Kroll,Senior Staff,1999-11-25,51770
13030,Yahiko,Kroll,Staff,1993-11-25,51770
13046,Vivian,Stafford,Senior Staff,1987-04-19,40000
13047,Atilio,Chelton,Engineer,1992-02-26,52323
13047,Atilio,Chelton,Senior Engineer,1997-02-25,52323
13075,Rosella,Morrin,Senior Staff,1991-08-17,40000
13075,Rosella,Morrin,Staff,1986-08-17,40000
13076,Deniz,Skafidas,Engineer,1995-01-28,50582
13096,Ibibia,Armand,Engineer,1994-04-22,52544
13096,Ibibia,Armand,Senior Engineer,2001-04-22,52544
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19,40000
13124,Quingbo,Garnick,Senior Staff,1985-03-17,73785
13133,Guther,Senzako,Senior Staff,1991-09-03,67777
13133,Guther,Senzako,Staff,1985-09-03,67777
13134,Lorien,Chepyzhov,Engineer,1987-10-23,51227
13134,Lorien,Chepyzhov,Senior Engineer,1993-10-22,51227
13144,Persi,Nollmann,Senior Staff,1997-06-19,52825
13144,Persi,Nollmann,Staff,1989-06-19,52825
13146,Haldon,Erie,Senior Staff,1985-05-25,61398
13147,Shichao,Ginesta,Senior Staff,1998-06-29,77429
13147,Shichao,Ginesta,Staff,1993-06-29,77429
13156,Akeel,Millington,Engineer,1992-08-18,48285
13156,Akeel,Millington,Senior Engineer,2000-08-18,48285
13165,Lucian,Benner,Engineer,1988-03-16,42796
13165,Lucian,Benner,Senior Engineer,1995-03-17,42796
13168,Munir,Stentiford,Engineer,1987-09-11,49210
13168,Munir,Stentiford,Senior Engineer,1992-09-10,49210
13170,Cheong,Bernardeschi,Senior Staff,1998-01-09,49012
13170,Cheong,Bernardeschi,Staff,1993-01-09,49012
13171,Anoosh,Birnbaum,Engineer,1987-08-31,40000
13171,Anoosh,Birnbaum,Senior Engineer,1995-08-31,40000
13173,Arve,Horswill,Senior Staff,1996-09-23,46354
13173,Arve,Horswill,Staff,1987-09-24,46354
13179,Moty,Janocha,Staff,1999-02-19,90233
13182,Kokou,Rodite,Engineer,1999-03-03,46832
13186,Kyoichi,Barbanera,Senior Staff,1995-04-29,93138
13186,Kyoichi,Barbanera,Staff,1986-04-29,93138
13192,Rosita,Flowers,Technique Leader,1993-02-01,43986
13202,Aram,Scharstein,Senior Staff,1992-03-28,51915
13202,Aram,Scharstein,Staff,1986-03-29,51915
13210,Jianhua,Klassen,Senior Staff,2002-07-27,83961
13210,Jianhua,Klassen,Staff,1997-07-27,83961
13213,Hein,Billawala,Senior Staff,1993-08-30,61131
13213,Hein,Billawala,Staff,1988-08-30,61131
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,40000
13233,Alselm,Chvatal,Engineer,1987-03-31,49414
13233,Alselm,Chvatal,Senior Engineer,1995-03-31,49414
13238,Ebru,Foote,Senior Staff,1998-10-10,40000
13238,Ebru,Foote,Staff,1993-10-10,40000
13240,King,Pileggi,Engineer,1994-03-10,49018
13240,King,Pileggi,Senior Engineer,2001-03-10,49018
13250,Zeydy,Schusler,Assistant Engineer,1988-10-28,47829
13250,Zeydy,Schusler,Engineer,1993-10-28,47829
13250,Zeydy,Schusler,Senior Engineer,1998-10-27,47829
13272,Arun,Jiang,Senior Staff,1985-03-10,40000
13276,Yechiam,Seuren,Senior Staff,1991-03-09,65836
13276,Yechiam,Seuren,Staff,1986-03-09,65836
13288,Muneo,Broomell,Senior Staff,1995-04-14,40000
13288,Muneo,Broomell,Staff,1987-04-14,40000
13291,Georg,Stamatiou,Engineer,1986-10-30,54720
13291,Georg,Stamatiou,Senior Engineer,1993-10-30,54720
13302,Mack,Alencar,Engineer,1990-09-26,40000
13302,Mack,Alencar,Senior Engineer,1997-09-26,40000
13315,Sakthirel,Stroustrup,Engineer,1991-06-02,40000
13315,Sakthirel,Stroustrup,Senior Engineer,1999-06-02,40000
13332,Nidapan,Pearson,Assistant Engineer,1987-09-24,40000
13332,Nidapan,Pearson,Engineer,1992-09-23,40000
13332,Nidapan,Pearson,Senior Engineer,1997-09-23,40000
13333,Yoshinari,Hennebert,Assistant Engineer,1988-03-23,50997
13333,Yoshinari,Hennebert,Engineer,1996-03-23,50997
13341,Bodh,Doering,Senior Staff,1992-03-10,40000
13341,Bodh,Doering,Staff,1986-03-11,40000
13343,Heon,Usery,Senior Staff,1995-07-30,40000
13343,Heon,Usery,Staff,1988-07-29,40000
13368,Kiyokazu,Klassen,Staff,1997-09-30,52872
13371,Nakhoon,Riexinger,Senior Engineer,1991-12-13,40000
13373,Juichirou,Naumovich,Senior Staff,2000-08-23,82749
13373,Juichirou,Naumovich,Staff,1991-08-24,82749
13385,Claudi,Buchter,Senior Staff,1986-06-10,40000
13386,Khosrow,Sgarro,Technique Leader,1986-02-23,91420
13389,Divine,Cmelik,Senior Staff,1988-03-23,40000
13392,Fumitake,Beidas,Senior Staff,1993-08-26,69221
13392,Fumitake,Beidas,Staff,1988-08-26,69221
13396,Chuanyi,Aumann,Senior Staff,1994-03-29,40000
13402,Augustine,Dulli,Engineer,1999-09-12,40000
13405,Randy,Baba,Senior Staff,1990-05-10,60799
13407,Gio,Chenoweth,Engineer,1992-10-03,60348
13407,Gio,Chenoweth,Senior Engineer,2001-10-03,60348
13408,Sreekrishna,Lagarias,Engineer,1995-07-25,52479
13408,Sreekrishna,Lagarias,Senior Engineer,2000-07-24,52479
13415,Nathalie,Speer,Technique Leader,1991-04-25,61838
13422,Vishwani,Gerlach,Engineer,1988-01-17,59466
13422,Vishwani,Gerlach,Senior Engineer,1995-01-17,59466
13442,Giordano,Miake,Senior Staff,1994-06-16,40000
13442,Giordano,Miake,Staff,1987-06-16,40000
13443,Mayuko,Puppo,Engineer,1990-12-26,40000
13443,Mayuko,Puppo,Senior Engineer,1996-12-25,40000
13445,Renee,Dehkordi,Engineer,1996-11-29,53194
13451,Gretta,Weiland,Senior Staff,1995-08-23,40000
13451,Gretta,Weiland,Staff,1986-08-23,40000
13457,Shooichi,Parfitt,Engineer,1986-01-18,40812
13457,Shooichi,Parfitt,Senior Engineer,1991-01-18,40812
13458,Feipei,Nivat,Engineer,1989-03-02,41375
13458,Feipei,Nivat,Senior Engineer,1995-03-02,41375
13463,Theron,Berstel,Engineer,1988-01-26,40000
13463,Theron,Berstel,Senior Engineer,1993-01-25,40000
13465,Sasan,Rehfuss,Engineer,1999-03-12,49821
13493,Uinam,Jullig,Engineer,1987-09-07,40000
13493,Uinam,Jullig,Senior Engineer,1992-09-06,40000
13504,Parto,Mandell,Assistant Engineer,1986-12-21,41895
13504,Parto,Mandell,Engineer,1994-12-21,41895
13524,Chaoyi,Porotnikoff,Senior Staff,2000-10-27,52849
13524,Chaoyi,Porotnikoff,Staff,1995-10-28,52849
13535,Arunas,Schlenzig,Assistant Engineer,1986-05-19,40000
13535,Arunas,Schlenzig,Engineer,1993-05-19,40000
13535,Arunas,Schlenzig,Senior Engineer,2000-05-19,40000
13546,Aimee,Brookner,Engineer,1988-10-26,50295
13546,Aimee,Brookner,Senior Engineer,1997-10-26,50295
13549,Matk,Koprowski,Technique Leader,1997-06-18,40000
13552,Ingmar,Capobianchi,Senior Staff,1993-03-23,73346
13552,Ingmar,Capobianchi,Staff,1985-03-23,73346
13576,Jungsoon,Engberts,Senior Staff,2001-08-29,73022
13576,Jungsoon,Engberts,Staff,1992-08-29,73022
13605,Dmitry,Encarnacion,Senior Staff,1991-09-29,70404
13605,Dmitry,Encarnacion,Staff,1985-09-29,70404
13621,Fei,Haddadi,Assistant Engineer,1987-02-09,73192
13621,Fei,Haddadi,Engineer,1995-02-09,73192
13624,Zhigen,Yurek,Senior Staff,1996-05-11,40000
13624,Zhigen,Yurek,Staff,1987-05-12,40000
13629,Dzung,Trelles,Engineer,1987-01-03,40000
13629,Dzung,Trelles,Senior Engineer,1994-01-03,40000
13648,Zejun,Lamba,Technique Leader,1985-11-16,47723
13653,Kristen,Iivonen,Senior Staff,2000-01-17,53242
13653,Kristen,Iivonen,Staff,1991-01-17,53242
13670,Moti,Takanami,Senior Engineer,1988-06-30,40000
13680,Denny,Speer,Staff,1996-02-05,46968
13685,Weicheng,Hockney,Engineer,1991-11-29,48322
13685,Weicheng,Hockney,Senior Engineer,1999-11-29,48322
13697,Shuichi,Weedon,Technique Leader,1985-06-20,40000
13704,Vishu,Kumaresan,Engineer,1987-10-01,40000
13704,Vishu,Kumaresan,Senior Engineer,1995-10-01,40000
13721,Sugwoo,Delgrossi,Senior Staff,2001-09-20,64754
13721,Sugwoo,Delgrossi,Staff,1995-09-21,64754
13727,Vitali,Merey,Staff,1999-10-07,50798
13738,Bangqing,Mitchem,Engineer,1998-06-30,48349
13766,Tremaine,Heemskerk,Senior Staff,1986-08-18,43748
13769,Yakichi,Trogemann,Senior Staff,1988-10-18,61025
13775,Arve,Maierhofer,Senior Staff,1994-10-21,70161
13775,Arve,Maierhofer,Staff,1987-10-21,70161
13786,Takushi,Berendt,Senior Staff,1995-05-19,74494
13786,Takushi,Berendt,Staff,1989-05-19,74494
13787,Xiaobin,Sinicrope,Engineer,1990-10-30,40000
13787,Xiaobin,Sinicrope,Senior Engineer,1996-10-29,40000
13792,Valery,Sury,Senior Staff,1991-07-27,59127
13792,Valery,Sury,Staff,1985-07-27,59127
13796,Paloma,Thorelli,Engineer,1996-01-01,50962
13809,Kiyotoshi,Basagni,Senior Staff,1991-01-12,43735
13809,Kiyotoshi,Basagni,Staff,1986-01-12,43735
13815,Guadalupe,Plotkin,Engineer,1985-09-09,40000
13815,Guadalupe,Plotkin,Senior Engineer,1993-09-09,40000
13825,Arlette,Pell,Technique Leader,1986-08-02,54704
13841,Christophe,Spinelli,Technique Leader,1992-02-01,52277
13842,Juichirou,Cichocki,Senior Staff,2000-04-20,40000
13842,Juichirou,Cichocki,Staff,1991-04-21,40000
13846,Guiseppe,Welham,Senior Staff,1985-03-20,61097
13853,Mingsen,Roohalamini,Senior Staff,1991-03-25,61615
13859,Anoosh,Fujisawa,Engineer,1987-08-23,40000
13859,Anoosh,Fujisawa,Senior Engineer,1992-08-22,40000
13884,Kensei,Swift,Engineer,1998-12-21,44785
13894,Ult,Schonegge,Assistant Engineer,1987-11-28,48958
13894,Ult,Schonegge,Engineer,1995-11-28,48958
13904,Youngkon,Cairo,Senior Engineer,1987-09-03,73885
13934,Shiv,Bratsberg,Senior Engineer,1990-04-05,46507
13942,Elzbieta,Esteva,Technique Leader,1997-10-13,40000
13951,Mooi,Genther,Senior Staff,1990-12-28,82054
13951,Mooi,Genther,Staff,1985-12-28,82054
13960,Nechama,Hettesheimer,Senior Staff,1996-04-06,43204
13962,Maris,Ghelli,Senior Engineer,1994-10-26,67965
13966,Boguslaw,Cooman,Senior Staff,1990-12-26,40000
13969,Jianwen,Chandrasekhar,Technique Leader,1985-05-29,60392
13990,Deborah,Schapiro,Assistant Engineer,1988-06-10,52723
13990,Deborah,Schapiro,Engineer,1996-06-10,52723
13992,Ulises,Kenevan,Senior Staff,1994-07-27,81318
13992,Ulises,Kenevan,Staff,1988-07-27,81318
13999,Florian,Crouzet,Senior Staff,2000-02-25,40000
13999,Florian,Crouzet,Staff,1995-02-25,40000
14005,Vojin,Stellhorn,Technique Leader,1985-05-10,40000
14015,Manibrata,Picaronny,Senior Engineer,1997-08-15,63084
14034,Aloys,Seghrouchni,Senior Staff,1991-08-26,69700
14034,Aloys,Seghrouchni,Staff,1985-08-26,69700
14041,Shan,DeMori,Senior Staff,1995-12-22,63235
14041,Shan,DeMori,Staff,1987-12-22,63235
14067,Godehard,Trachtenberg,Engineer,1994-02-14,44669
14067,Godehard,Trachtenberg,Senior Engineer,2000-02-14,44669
14088,Mori,Leslie,Senior Staff,1994-11-10,44821
14088,Mori,Leslie,Staff,1987-11-10,44821
14107,Xiahua,Rindone,Senior Staff,1999-12-15,82396
14107,Xiahua,Rindone,Staff,1991-12-15,82396
14111,Leszek,Cummings,Senior Staff,1999-09-26,52696
14111,Leszek,Cummings,Staff,1992-09-25,52696
14118,Kasturi,Anido,Senior Staff,1985-04-06,46248
14167,Adas,Hertweck,Engineer,1985-12-01,40000
14167,Adas,Hertweck,Senior Engineer,1994-12-01,40000
14191,Jiann,Luby,Engineer,1987-01-16,40155
14191,Jiann,Luby,Senior Engineer,1993-01-15,40155
14209,Masanao,Kusakabe,Senior Staff,1988-04-06,40000
14220,Tomofumi,Pargas,Senior Engineer,1987-12-02,68017
14232,Masali,Bojadziev,Engineer,1994-09-10,50568
14232,Masali,Bojadziev,Senior Engineer,1999-09-10,50568
14236,Xuedong,Angiulli,Senior Staff,1988-11-07,40000
14237,Abdulla,Gerlach,Engineer,1986-06-13,57219
14237,Abdulla,Gerlach,Senior Engineer,1994-06-13,57219
14242,Sudhanshu,Benaini,Senior Staff,1992-06-27,40000
14242,Sudhanshu,Benaini,Staff,1985-06-27,40000
14257,Kwok,Massonet,Staff,1998-02-04,40000
14290,Miyeon,Olivero,Senior Engineer,1992-03-29,78736
14292,Susanna,Vigier,Senior Staff,1997-02-18,41846
14292,Susanna,Vigier,Staff,1988-02-19,41846
14298,Chriss,Granlund,Engineer,1996-01-07,40000
14298,Chriss,Granlund,Senior Engineer,2001-01-06,40000
14310,Marlo,Leuchs,Senior Staff,1987-02-23,40000
14320,Sreenivas,Schaar,Engineer,1986-06-30,40000
14320,Sreenivas,Schaar,Senior Engineer,1992-06-29,40000
14322,Shem,Kakkad,Engineer,1999-11-19,50363
14323,Golgen,Leslie,Staff,1997-08-05,40000
14340,Vitaly,Wixon,Engineer,1986-12-19,42858
14340,Vitaly,Wixon,Senior Engineer,1995-12-19,42858
14344,Otilia,Buescher,Technique Leader,1988-12-16,41979
14354,Mong,Bojadziev,Senior Staff,1990-08-28,40000
14354,Mong,Bojadziev,Staff,1985-08-28,40000
14360,Janche,Erbe,Senior Staff,1997-08-01,43476
14372,Saniya,Srimani,Engineer,1999-12-26,57667
14384,Tomofumi,Holburn,Technique Leader,1988-02-13,58260
14422,Toshimo,Gadepally,Engineer,1985-10-20,59001
14422,Toshimo,Gadepally,Senior Engineer,1990-10-20,59001
14434,Elvis,Maginnis,Technique Leader,1989-09-21,40000
14439,Raimond,Woycyznski,Engineer,1986-11-01,80654
14439,Raimond,Woycyznski,Senior Engineer,1994-11-01,80654
14460,Yagil,Lueh,Engineer,1988-01-23,56267
14460,Yagil,Lueh,Senior Engineer,1995-01-23,56267
14478,Munehiro,Boissier,Senior Staff,1992-06-28,40000
14481,Moti,Lammel,Engineer,1987-08-25,40000
14481,Moti,Lammel,Senior Engineer,1993-08-24,40000
14483,Supot,Marrevee,Senior Engineer,1986-01-30,40000
14486,Indrajit,Birdsall,Engineer,1994-08-12,40000
14486,Indrajit,Birdsall,Senior Engineer,1999-08-12,40000
14498,Xiong,Selenyi,Senior Staff,1994-10-17,40000
14498,Xiong,Selenyi,Staff,1988-10-17,40000
14501,Taizo,Kroft,Technique Leader,1991-11-20,63646
14509,Danil,Aloia,Senior Staff,2001-12-16,40000
14509,Danil,Aloia,Staff,1995-12-17,40000
14513,Samphel,Barreiro,Senior Staff,1985-07-28,83273
14515,Kazuhisa,Versino,Engineer,1991-02-19,61645
14515,Kazuhisa,Versino,Senior Engineer,1996-02-19,61645
14516,Kristian,Underwood,Senior Staff,1989-04-08,73262
14518,Patricia,Peir,Engineer,1996-02-18,64238
14522,Chuanyi,Ranta,Senior Staff,1990-01-14,40000
14537,Babette,Engelmann,Engineer,1989-03-17,48332
14537,Babette,Engelmann,Senior Engineer,1994-03-17,48332
14552,Ibibia,Snyers,Engineer,1994-06-13,40000
14552,Ibibia,Snyers,Senior Engineer,1999-06-13,40000
14556,Fatemeh,Zultner,Assistant Engineer,1986-12-26,40000
14556,Fatemeh,Zultner,Engineer,1994-12-26,40000
14560,Elrique,Driscoll,Engineer,1985-05-21,62770
14560,Elrique,Driscoll,Senior Engineer,1993-05-21,62770
14581,Gao,Condotta,Engineer,1988-06-28,59499
14581,Gao,Condotta,Senior Engineer,1996-06-28,59499
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08,40000
14600,Jayson,Cairo,Senior Staff,1988-10-24,41352
14603,Lech,Marquardt,Engineer,1986-01-19,55369
14603,Lech,Marquardt,Senior Engineer,1993-01-19,55369
14607,Suzette,Selvestrel,Staff,1994-06-26,67813
14620,Jianhua,Erev,Engineer,1988-08-04,53303
14620,Jianhua,Erev,Senior Engineer,1993-08-04,53303
14621,Souichi,Wixon,Senior Staff,1992-01-20,66404
14621,Souichi,Wixon,Staff,1987-01-20,66404
14632,Gudjon,McClurg,Assistant Engineer,1987-08-01,40000
14632,Gudjon,McClurg,Engineer,1994-08-01,40000
14632,Gudjon,McClurg,Senior Engineer,2001-08-01,40000
14639,Arvind,Hempstead,Senior Staff,1994-11-08,79405
14639,Arvind,Hempstead,Staff,1987-11-08,79405
14640,Toshimori,Kornatzky,Engineer,1992-05-20,42662
14640,Toshimori,Kornatzky,Senior Engineer,1998-05-20,42662
14642,Florian,Kuhnemann,Engineer,1987-06-05,54553
14642,Florian,Kuhnemann,Senior Engineer,1996-06-04,54553
14645,Laurentiu,Glinert,Engineer,1987-05-01,45647
14645,Laurentiu,Glinert,Senior Engineer,1995-05-01,45647
14648,IEEE,Lorys,Senior Staff,1994-11-16,89209
14648,IEEE,Lorys,Staff,1986-11-16,89209
14659,Sashi,Adachi,Engineer,1985-03-16,40926
14659,Sashi,Adachi,Senior Engineer,1990-03-16,40926
14675,Teunis,Angel,Senior Staff,1988-09-25,40000
14677,Herbert,Sifakis,Senior Engineer,1987-02-12,40000
14683,Alois,Basart,Engineer,1986-12-02,41107
14683,Alois,Basart,Senior Engineer,1994-12-02,41107
14690,Yechezkel,Bellone,Engineer,1986-02-25,40000
14690,Yechezkel,Bellone,Senior Engineer,1994-02-25,40000
14693,Brewster,Stranks,Senior Staff,1992-05-04,59960
14693,Brewster,Stranks,Staff,1986-05-05,59960
14710,Mahmut,Hainaut,Senior Staff,1988-09-18,40341
14723,Constantino,Assaf,Senior Staff,2002-06-01,40000
14723,Constantino,Assaf,Staff,1993-06-01,40000
14724,Aron,Lemarechal,Senior Staff,1993-09-10,66530
14724,Aron,Lemarechal,Staff,1986-09-10,66530
14780,Marlo,Bruckman,Senior Engineer,1986-09-19,51232
14785,Zhonghua,Kaiser,Senior Engineer,1988-06-23,46936
14793,Stein,Uchoa,Engineer,1998-01-18,47045
14814,Odysseas,Nishimukai,Senior Staff,1996-10-26,40000
14814,Odysseas,Nishimukai,Staff,1987-10-27,40000
14817,Gaurav,Masaki,Engineer,1992-12-02,41203
14817,Gaurav,Masaki,Senior Engineer,1997-12-02,41203
14821,Oguz,Kilgore,Engineer,1997-05-25,42545
14839,Changho,Cronin,Engineer,1990-04-24,40000
14839,Changho,Cronin,Senior Engineer,1998-04-24,40000
14853,Taiji,Nergos,Engineer,1988-03-07,58311
14853,Taiji,Nergos,Senior Engineer,1993-03-07,58311
14877,Arto,Meriste,Engineer,1988-06-06,40000
14877,Arto,Meriste,Senior Engineer,1996-06-06,40000
14879,Anyuan,Sigstam,Engineer,1987-12-29,54322
14879,Anyuan,Sigstam,Senior Engineer,1993-12-28,54322
14888,Temple,Barriga,Senior Staff,1986-12-09,60916
14899,Alejandro,Casley,Senior Staff,1991-02-22,64365
14899,Alejandro,Casley,Staff,1985-02-22,64365
14906,Adil,Parveen,Senior Staff,1996-12-10,54758
14906,Adil,Parveen,Staff,1987-12-11,54758
14908,Kerhong,Flanders,Engineer,1992-09-17,40000
14908,Kerhong,Flanders,Senior Engineer,1997-09-17,40000
14909,Mohan,Kamble,Engineer,1990-12-21,40000
14909,Mohan,Kamble,Senior Engineer,1996-12-20,40000
14911,Xiaobin,Chelton,Engineer,1987-04-06,62738
14911,Xiaobin,Chelton,Senior Engineer,1994-04-06,62738
14914,Gretta,Benzaken,Engineer,1999-09-25,40000
14915,Huican,Picco,Engineer,1994-07-03,40733
14923,Shuzo,Gyorkos,Technique Leader,1985-05-15,40000
14928,Satoru,Mukaidono,Senior Staff,1985-05-17,53377
14941,Nathan,Lichtner,Engineer,1988-12-22,43608
14941,Nathan,Lichtner,Senior Engineer,1994-12-22,43608
14942,Heon,Benveniste,Engineer,1987-11-15,40000
14942,Heon,Benveniste,Senior Engineer,1992-11-14,40000
14949,Insup,Reinhart,Engineer,1987-10-08,44930
14949,Insup,Reinhart,Senior Engineer,1995-10-08,44930
14954,Fox,Magliocco,Senior Engineer,1988-08-05,43510
14971,Fan,Simmen,Senior Staff,1991-03-25,55187
14983,Hyuckchul,Pouyioutas,Senior Staff,1996-12-26,86754
14983,Hyuckchul,Pouyioutas,Staff,1988-12-26,86754
14993,Sanjay,Koblitz,Engineer,1988-04-20,45407
14993,Sanjay,Koblitz,Senior Engineer,1994-04-20,45407
15005,Kiam,Sadowsky,Engineer,1986-05-23,50368
15005,Kiam,Sadowsky,Senior Engineer,1993-05-23,50368
15016,Woody,Gulik,Senior Staff,1991-10-21,40000
15018,Ramalingam,Prenel,Senior Staff,1999-03-11,40668
15018,Ramalingam,Prenel,Staff,1993-03-11,40668
15019,Qingxiang,Shokrollahi,Engineer,1988-11-02,41721
15019,Qingxiang,Shokrollahi,Senior Engineer,1997-11-02,41721
15029,Giordano,Koshino,Senior Staff,1996-04-26,40000
15029,Giordano,Koshino,Staff,1991-04-27,40000
15030,Rasikan,Nourani,Senior Staff,1999-04-11,40000
15036,Ziva,Delgrande,Senior Engineer,1994-11-04,40000
15049,Khun,Waymire,Senior Staff,1991-01-17,40000
15052,Flemming,Kranzdorf,Senior Engineer,1993-01-27,40630
15055,Shrikanth,Sherertz,Senior Staff,1997-07-15,40000
15055,Shrikanth,Sherertz,Staff,1991-07-16,40000
15066,Tomokazu,Oaver,Engineer,1993-06-29,43455
15066,Tomokazu,Oaver,Senior Engineer,2002-06-29,43455
15069,Manton,Siksek,Technique Leader,1987-08-05,40000
15071,Ayonca,Couchot,Senior Staff,1996-10-15,97484
15071,Ayonca,Couchot,Staff,1988-10-15,97484
15075,Radoslaw,Rijsenbrij,Engineer,1986-04-24,40000
15075,Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23,40000
15077,Toshiki,Taubenfeld,Senior Engineer,1993-06-25,40000
15082,Guadalupe,Zirintsis,Technique Leader,1986-04-01,63024
15087,Chirstian,Ushiama,Engineer,1988-09-14,40000
15087,Chirstian,Ushiama,Senior Engineer,1997-09-14,40000
15089,Giri,Coney,Engineer,1987-05-14,48594
15089,Giri,Coney,Senior Engineer,1995-05-14,48594
15092,Remmert,Bahi,Senior Staff,1986-05-26,40000
15102,Luigi,Axelband,Engineer,1992-11-04,40374
15102,Luigi,Axelband,Senior Engineer,2000-11-04,40374
15105,Sudhanshu,Itzigehl,Senior Staff,1994-11-22,75800
15105,Sudhanshu,Itzigehl,Staff,1989-11-22,75800
15114,Pantung,Honglei,Engineer,1998-03-09,40000
15134,Arun,Luiz,Senior Staff,1998-07-23,62752
